ホッケー	NOUN	hɑkki	hokkee
て	SCONJ	ti	te
国会	NOUN	kɑkaj	kokkai
を	ADP	wow	wo
目指し	VERB	mɛzəʃi	mezashi
まし	AUX	mæʃi	mashi
た	AUX	tɑ	ta
。	PUNCT	.	.

HDR	PROPN	hdɹ̩	HDR
写真	NOUN	ʃæʃɪn	shashin
は	ADP	hɑ	ha
、	PUNCT	,	,
複数	NOUN	fukəsəu	fukusuu
の	ADP	now	no
写真	NOUN	ʃæʃɪn	shashin
を	ADP	wow	wo
合成	VERB	ɡawsej	gousei
し	AUX	ʃi	shi
て	SCONJ	ti	te
明暗	NOUN	miən	meian
の	ADP	now	no
差	NOUN	sɑ	sa
が	ADP	ɡɑ	ga
大きい	ADJ	ʊki	ookii
場面	NOUN	bɑmən	bamen
を	ADP	wow	wo
1	NUM	1	1
枚	NOUN	maj	mai
の	ADP	now	no
画像	NOUN	ɡəzu	gazou
に	ADP	ni	ni
記録	VERB	kɪɹɑku	kiroku
する	AUX	sjɹ̩ɹ̩u	suru
技術	NOUN	d͡ʒɪd͡ʒʌtsu	gijutsu
。	PUNCT	.	.

滝織	PROPN	tæki	taki
組	NOUN	kʌmi	kumi
内	NOUN	naj	nai
八木原	PROPN	jɑɡɪhɑɹə	yagihara
組	NOUN	kʌmi	kumi
の	ADP	now	no
組員	NOUN	kʌmɪɪn	kumiin
。	PUNCT	.	.

1921	NUM	1921	1921
年	NOUN	nɛn	nen
に	ADP	ni	ni
入っ	VERB	ɪtsʌtsu	itsutsu
て	SCONJ	ti	te
、	PUNCT	,	,
将官	NOUN	ʃkən	shoukan
会議	NOUN	kejajd͡ʒi	kaigi
から	ADP	kɛɹə	kara
嚮導	NOUN	kjawdu	kyoudou
艦	NOUN	kæn	kan
に関する	ADP	ni	ni
5	NUM	5	5
つ	NOUN	tsu	tsu
の	ADP	now	no
案	NOUN	æn	an
が	ADP	ɡɑ	ga
提出	VERB	tɪʃətsu	teishutsu
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
た	AUX	tɑ	ta
が	SCONJ	ɡɑ	ga
、	PUNCT	,	,
海軍	NOUN	kajɡən	kaigun
歴史家	NOUN	ɹikɪʃɪkə	rekishika
の	ADP	now	no
ノーマン	NOUN	numən	nooman
・	SYM	・	・
フリードマン	PROPN	fʊɹiidəmən	furiidoman
に	ADP	ni	ni
よれ	VERB	jɔɹ	yore
ば	SCONJ	bɑ	ba
、	PUNCT	,	,
その	DET	sənow	sono
建造	NOUN	kɛnzu	kenzou
費用	NOUN	hɪaju	hiyou
は	ADP	hɑ	ha
大半	NOUN	tejhən	taihan
の	ADP	now	no
ウィックス	PROPN	ʌɪkusu	uikkusu
級	NOUN	kajʌu	kyuu
駆逐艦	NOUN	kət͡ʃɪkukən	kuchikukan
および	CCONJ	ojowbi	oyobi
クレムソン	PROPN	kɹɪmusən	kuremuson
級	NOUN	kajʌu	kyuu
駆逐艦	NOUN	kət͡ʃɪkukən	kuchikukan
を	ADP	wow	wo
購入	VERB	kawnjəu	kounyuu
する	AUX	sjɹ̩ɹ̩u	suru
の	SCONJ	now	no
に	ADP	ni	ni
等しい	ADJ	hɪtowʃi	hitoshii
額	NOUN	hɪtaj	hitai
である	AUX	dɹ̩u	dearu
と	SCONJ	tə	to
議会	NOUN	ɡɪkaj	gikai
から	ADP	kɛɹə	kara
指摘	VERB	ʃajtɛki	shiteki
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
た	AUX	tɑ	ta
と	ADP	tə	to
いう	VERB	ɪu	iu
。	PUNCT	.	.

標準	NOUN	hjd͡ʒən	hyoujun
状態	NOUN	d͡ʒutaj	joutai
の	ADP	now	no
装	NOUN	su	sou
弾	NOUN	dæn	dan
数	NOUN	kɑzu	kazu
は	ADP	hɑ	ha
片側	NOUN	kætɑɡɑwə	katagawa
4	NUM	4	4
発	NOUN	hætsu	hatsu
。	PUNCT	.	.

様々	ADJ	sɑmɑzɑmə	samazama
な	AUX	nɑ	na
立場	NOUN	tæt͡ʃajbə	tachiba
の	ADP	now	no
統一	NOUN	tawwɪtsu	touitsu
協会	NOUN	kjkaj	kyoukai
信者	NOUN	ʃɪnjə	shinja
の	ADP	now	no
日常	NOUN	nɪt͡ʃəd͡ʒu	nichijou
が	ADP	ɡɑ	ga
交錯	VERB	kawzɑku	kousaku
する	AUX	sjɹ̩ɹ̩u	suru
首都	NOUN	ʃʌtow	shuto
の	ADP	now	no
一	NUM	it͡ʃi	ichi
日	NOUN	nɪt͡ʃi	nichi
を	ADP	wow	wo
リポート	VERB	ɹɪputow	ripooto
する	AUX	sjɹ̩ɹ̩u	suru
。	PUNCT	.	.

これ	PRON	kɔɹ	kore
に対して	ADP	ni	ni
本紙	NOUN	hɑnʃi	honshi
は	ADP	hɑ	ha
すでに	ADV	sudɛni	sudeni
“	PUNCT	“	“
カルト	NOUN	kɹ̩utow	karuto
くん	NOUN	kʌn	kun
”	PUNCT	”	”
の	ADP	now	no
名称	NOUN	mɪʃu	meishou
を	ADP	wow	wo
支持	VERB	ʃid͡ʒi	shiji
する	AUX	sjɹ̩ɹ̩u	suru
こと	SCONJ	kowtow	koto
を	ADP	wow	wo
表明	VERB	hjumaj	hyoumei
し	AUX	ʃi	shi
て	SCONJ	ti	te
い	AUX	aj	i
ます	AUX	mɑsu	masu
。	PUNCT	.	.

相手	NOUN	ejt	aite
の	ADP	now	no
電話	NOUN	dɛnwɑ	denwa
や	ADP	jɑ	ya
手紙	NOUN	tɛɡɑmi	tegami
を	ADP	wow	wo
チェック	VERB	t͡ʃɛku	chekku
し	AUX	ʃi	shi
たり	SCONJ	tɑɹi	tari
、	PUNCT	,	,
外出	NOUN	ɡejʃətsu	gaishutsu
を	ADP	wow	wo
制限	VERB	sajɡən	seigen
する	AUX	sjɹ̩ɹ̩u	suru
こと	SCONJ	kowtow	koto
で	ADP	di	de
交友	NOUN	kojjəu	kouyuu
関係	NOUN	kæŋkej	kankei
を	ADP	wow	wo
断た	VERB	tɑtə	tata
せ	AUX	sawθist	se
、	PUNCT	,	,
相手	NOUN	ejt	aite
を	ADP	wow	wo
孤立	VERB	kɔɹɪtsu	koritsu
さ	AUX	sɑ	sa
せ	AUX	sawθist	se
よう	AUX	ju	you
と	SCONJ	tə	to
する	VERB	sjɹ̩ɹ̩u	suru
など	ADP	nejdow	nado
。	PUNCT	.	.

むくみ	NOUN	mukumi	mukumi
や	ADP	jɑ	ya
蛋白	NOUN	tænpɑku	tanpaku
尿	NOUN	nju	nyou
が	ADP	ɡɑ	ga
出	VERB	ʃʌtsu	shutsu
た	AUX	tɑ	ta
とき	NOUN	towki	toki
の	ADP	now	no
レメディ	PROPN	ɹɛmɛdi	remedi
を	ADP	wow	wo
教え	VERB	owʃi	oshie
て	SCONJ	ti	te
ください	AUX	kudɑsɑi	kudasai
。	PUNCT	.	.

ネット	NOUN	nɛtow	netto
と	ADP	tə	to
は	ADP	hɑ	ha
、	PUNCT	,	,
かさぶた	NOUN	kɑsəbjutə	kasabuta
の	ADP	now	no
ような	AUX	jnə	youna
もの	NOUN	mownow	mono
であり	AUX	dɹ̩i	deari
、	PUNCT	,	,
果実	NOUN	kæd͡ʒɪtsu	kajitsu
の	ADP	now	no
成長	NOUN	sajku	seichou
期	NOUN	ki	ki
に	ADP	ni	ni
果肉	NOUN	kæniku	kaniku
と	ADP	tə	to
表皮	NOUN	hjhi	hyouhi
の	ADP	now	no
伸長	NOUN	ʃɪnt͡ʃhu	shinchou
率	NOUN	ɹitsu	ritsu
の	ADP	now	no
ずれ	NOUN	ʒʊɹ	zure
によって	ADP	niajɔt	niyotte
生じる	VERB	ʃd͡ʒi	shouji
ひび割れ	NOUN	hibi	hibi
を	ADP	wow	wo
塞ぐ	VERB	fusɑɡu	fusagu
役割	NOUN	jɑkuwɛɹi	yakuwari
を	ADP	wow	wo
担っ	VERB	nənætsu	ninatsu
て	SCONJ	ti	te
いる	AUX	ɹ̩u	iru
。	PUNCT	.	.

全国	NOUN	zɛŋkowku	zenkoku
を	ADP	wow	wo
巡っ	VERB	mɛɡutsu	megutsu
て	SCONJ	ti	te
農業	NOUN	nawɡju	nougyou
活動	NOUN	kætsədu	katsudou
に	ADP	ni	ni
参加	VERB	sæŋkə	sanka
し	AUX	ʃi	shi
て	SCONJ	ti	te
いる	AUX	ɹ̩u	iru
。	PUNCT	.	.

フロント	NOUN	fjuɹəntow	furonto
の	ADP	now	no
対応	NOUN	tiu	taiou
が	ADP	ɡɑ	ga
悪い	ADJ	wɔɹui	warui
。	PUNCT	.	.

28	NUM	28	28
年	NOUN	nɛn	nen
に	ADP	ni	ni
わたっ	VERB	wɑtætsu	watatsu
て	SCONJ	ti	te
,	PUNCT	,	,
家庭	NOUN	kətɛ	katei
,	PUNCT	,	,
信仰	NOUN	ʃɪŋku	shinkou
,	PUNCT	,	,
自由	NOUN	d͡ʒɪɪəu	jiyuu
の	ADP	now	no
価値	NOUN	kæt͡ʃi	kachi
を	ADP	wow	wo
守る	VERB	məmɔɹu	mamoru
という	ADP	toju	toiu
観点	NOUN	kæntən	kanten
に	ADP	ni	ni
基づき	VERB	mowtɑzu	motozu
,	PUNCT	,	,
UCI	PROPN	ut͡ʃi	UCI
は	ADP	hɑ	ha
ワシントン	PROPN	wɑʃəntən	washinton
タイムズ	PROPN	tmjəzu	taimuzu
を	ADP	wow	wo
支援	VERB	ʃajn	shien
し	AUX	ʃi	shi
て	SCONJ	ti	te
き	AUX	ki	ki
まし	AUX	mæʃi	mashi
た	AUX	tɑ	ta
。	PUNCT	.	.

なお	CCONJ	naw	nao
1996	NUM	1996	1996
年	NOUN	nɛn	nen
ごろ	NOUN	ɡɔɹow	goro
「	PUNCT	(	(
保	PROPN	how	ho
釣	NOUN	tsɹ̩i	tsuri
運動	NOUN	əndu	undou
」	PUNCT	)	)
の	ADP	now	no
主力	NOUN	ʃuɹiowku	shuryoku
に	ADP	ni	ni
なっ	VERB	nætsu	natsu
て	SCONJ	ti	te
いる	AUX	ɹ̩u	iru
の	SCONJ	now	no
は	ADP	hɑ	ha
香港	PROPN	hɑŋkən	honkon
や	ADP	jɑ	ya
台湾	PROPN	tajwɑn	taiwan
の	ADP	now	no
活動家	NOUN	kætsədukə	katsudouka
である	AUX	dɹ̩u	dearu
が	SCONJ	ɡɑ	ga
、	PUNCT	,	,
これ	PRON	kɔɹ	kore
は	ADP	hɑ	ha
1997	NUM	1997	1997
年	NOUN	nɛn	nen
の	ADP	now	no
香港	PROPN	hɑŋkən	honkon
中国	PROPN	t͡ʃuuɡowku	chuugoku
返還	NOUN	hɛŋkæn	henkan
を	ADP	wow	wo
以降	NOUN	ajku	ikou
盛り上がっ	VERB	mɔɹiɑɡə	moriaga
た	AUX	tɑ	ta
民族主義	NOUN	mɪnzɑkʌʃud͡ʒi	minzokushugi
的な	ADJ	tikinə	tekina
動き	NOUN	ʌɡowki	ugoki
の	ADP	now	no
反映	NOUN	hænaj	han'ei
と	ADP	tə	to
の	ADP	now	no
見方	NOUN	majkɑtə	mikata
も	ADP	mow	mo
ある	VERB	ɹ̩u	aru
。	PUNCT	.	.

方程式	NOUN	htɪʃiki	houteishiki
もの	NOUN	mownow	mono
における	ADP	niowkɹu	niokeru
基本的	ADJ	kɪhɑntɛki	kihonteki
な	AUX	nɑ	na
舞台	NOUN	butaj	butai
設定	NOUN	sɛtɪaj	settei
は	ADP	hɑ	ha
、	PUNCT	,	,
以下	NOUN	ikə	ika
の	ADP	now	no
ような	AUX	jnə	youna
もの	NOUN	mownow	mono
が	ADP	ɡɑ	ga
挙げ	VERB	ejd͡ʒ	age
られる	AUX	ɹɛɹiɹu	rareru
。	PUNCT	.	.

帝辛	PROPN	mɪkɑdow	mikado
に	ADP	ni	ni
寵愛	VERB	t͡ʃuaj	chouai
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
、	PUNCT	,	,
末喜	PROPN	bæki	bakki
など	ADP	nejdow	nado
と共に	ADP	tə	to
悪女	NOUN	ækujow	akujo
の	ADP	now	no
代名詞	NOUN	dmɪʃi	daimeishi
的	ADJ	tɛki	teki
存在	NOUN	sɑnzaj	sonzai
と	ADP	tə	to
し	VERB	ʃi	shi
て	SCONJ	ti	te
扱わ	VERB	ɑtsukɑwə	atsukawa
れる	AUX	ɹiɹ̩u	reru
。	PUNCT	.	.

ミュージック	NOUN	mjʌud͡ʒɪku	myuujikku
クリップ	NOUN	kɹɪpu	kurippu
で	ADP	di	de
は	ADP	hɑ	ha
激しい	ADJ	hæɡʃi	hageshii
ダンス	NOUN	dɑnsu	dansu
を	ADP	wow	wo
披露	VERB	hɪɹ	hirou
し	AUX	ʃi	shi
て	SCONJ	ti	te
いる	AUX	ɹ̩u	iru
。	PUNCT	.	.

その	DET	sənow	sono
質問	NOUN	ʃɪtsumən	shitsumon
の	ADP	now	no
内容	NOUN	nejajju	naiyou
は	ADP	hɑ	ha
多岐	NOUN	tæki	taki
に	ADP	ni	ni
渡る	VERB	wɑtɹu	wataru
が	SCONJ	ɡɑ	ga
、	PUNCT	,	,
ここ	PRON	kowkow	koko
で	ADP	di	de
は	ADP	hɑ	ha
、	PUNCT	,	,
池田	PROPN	ɪkejdə	ikeda
魯参	PROPN	ɹow	ro
の	ADP	now	no
研究	NOUN	kɛŋkjəu	kenkyuu
を	ADP	wow	wo
踏襲	VERB	tʌʃəu	toushuu
する	AUX	sjɹ̩ɹ̩u	suru
。	PUNCT	.	.

第	PART	daj	dai
27	NUM	27	27
話	NOUN	hænɑʃi	hanashi
で	ADP	di	de
初	NOUN	hætsu	hatsu
進化	VERB	ʃɪŋkə	shinka
し	AUX	ʃi	shi
た	AUX	tɑ	ta
。	PUNCT	.	.

運輸	NOUN	ənɪu	unyu
安全	NOUN	ænzən	anzen
委員会	NOUN	ɪɪnkaj	iinkai
の	ADP	now	no
報告	NOUN	hkowku	houkoku
で	ADP	di	de
は	ADP	hɑ	ha
、	PUNCT	,	,
離陸	VERB	ɹɪɹiku	ririku
中	NOUN	nɑkə	naka
に	ADP	ni	ni
第	PART	daj	dai
1	NUM	1	1
エンジン	NOUN	ɛnd͡ʒɪn	enjin
の	ADP	now	no
ドラム	NOUN	dɔɹɑmu	doramu
が	ADP	ɡɑ	ga
脱落	VERB	dætʃʊɹɑku	datsuraku
し	AUX	ʃi	shi
、	PUNCT	,	,
これ	PRON	kɔɹ	kore
が	ADP	ɡɑ	ga
回転	NOUN	kejtən	kaiten
部分	NOUN	bubʌn	bubun
である	AUX	dɹ̩u	dearu
タービン	NOUN	təbɪn	taabin
の	ADP	now	no
ベーン	PROPN	bɪn	been
に	ADP	ni	ni
挟まっ	VERB	hɑsɑmə	hasama
た	AUX	tɑ	ta
ため	SCONJ	tejm	tame
、	PUNCT	,	,
エンジン	NOUN	ɛnd͡ʒɪn	enjin
の	ADP	now	no
故障	NOUN	kowʃu	koshou
を	ADP	wow	wo
招い	VERB	mejnej	manei
た	AUX	tɑ	ta
と	SCONJ	tə	to
2010	NUM	2010	2010
年	NOUN	nɛn	nen
2月	NOUN	2	2
に	ADP	ni	ni
発表	VERB	hæpju	happyou
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
た	AUX	tɑ	ta
。	PUNCT	.	.

第	PART	daj	dai
二	NUM	ni	ni
の	ADP	now	no
オウム	NOUN	mu	oumu
真理	NOUN	ʃɪnɹi	shinri
教	NOUN	kju	kyou
と	ADP	tə	to
で	ADP	di	de
も	ADP	mow	mo
呼ぶ	VERB	jɑbu	yobu
べき	AUX	bɛki	beki
集団	NOUN	ʃʌudən	shuudan
が	ADP	ɡɑ	ga
でき	VERB	dɛki	deki
第	PART	daj	dai
二	NUM	ni	ni
の	ADP	now	no
サリン	NOUN	sɑɹɪn	sarin
事件	NOUN	d͡ʒɪkən	jiken
が	ADP	ɡɑ	ga
怒ら	VERB	ɪkɑɹə	ikara
ない	AUX	naj	nai
と	SCONJ	tə	to
保証	NOUN	hɑʃu	hoshou
は	ADP	hɑ	ha
でき	VERB	dɛki	deki
ない	AUX	naj	nai
。	PUNCT	.	.

毎年	NOUN	mejtowʃi	maitoshi
1月	NOUN	1	1
下旬	NOUN	ɡɛd͡ʒən	gejun
に	ADP	ni	ni
行わ	VERB	əkownɑwə	okonawa
れる	AUX	ɹiɹ̩u	reru
、	PUNCT	,	,
児童	NOUN	d͡ʒɪdu	jidou
にとって	ADP	nɪtɔt	nitotte
の	ADP	now	no
最大	NOUN	sejdaj	saidai
行事	NOUN	ɡjd͡ʒi	gyouji
。	PUNCT	.	.

技術力	NOUN	d͡ʒɪd͡ʒʌtsɹ̩iowku	gijutsuryoku
は	ADP	hɑ	ha
ちょっと	ADV	t͡ʃowtow	chotto
詳しい	ADJ	kuwɑʃi	kuwashii
素人	NOUN	ʃɪɹawtow	shirouto
レベル	NOUN	ɹɛbɹu	reberu
。	PUNCT	.	.

ハラージュ	PROPN	hɹɑd͡ʒu	haraaju
は	ADP	hɑ	ha
金納	NOUN	kɪnu	kinnou
か	PART	kɑ	ka
現	NOUN	d͡ʒɛnɹ̩əl	gen
物納	NOUN	bʌtsənu	butsunou
、	PUNCT	,	,
もしくは	CCONJ	mowʃɪkuhə	moshikuha
その	DET	sənow	sono
両方	NOUN	ɹju	ryouhou
で	ADP	di	de
徴収	VERB	t͡ʃawʃəu	choushuu
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
た	AUX	tɑ	ta
。	PUNCT	.	.

1813	NUM	1813	1813
年	NOUN	nɛn	nen
6月	NOUN	6	6
20	NUM	20	20
日	NOUN	nɪt͡ʃi	nichi
トゥーラ	PROPN	tʊɹə	touura
東方	NOUN	tu	touhou
に	ADP	ni	ni
ある	VERB	ɹ̩u	aru
ボゴロディツク	PROPN	bowɡɹ̩ɑdɪtsuku	bogoroditsuku
の	ADP	now	no
領地	NOUN	ɹjawt͡ʃi	ryouchi
で	ADP	di	de
死去	VERB	ʃɪkjow	shikyo
し	AUX	ʃi	shi
た	AUX	tɑ	ta
。	PUNCT	.	.

あの	DET	ænow	ano
太平洋戦争	NOUN	tajhajjawsɛnsu	taiheiyousensou
で	ADP	di	de
の	ADP	now	no
敗戦	NOUN	hejajsən	haisen
を	ADP	wow	wo
経	VERB	kej	kei
て	SCONJ	ti	te
、	PUNCT	,	,
日米安全保障条約	PROPN	nɪt͡ʃəbejaj	nichibei
が	ADP	ɡɑ	ga
結ば	VERB	musubə	musuba
れ	AUX	ɹej	re
た	AUX	tɑ	ta
。	PUNCT	.	.

統一	NOUN	tawwɪtsu	touitsu
グループ	NOUN	ɡuɹ̩əupu	guruupu
の	ADP	now	no
巨大	NOUN	kjowdaj	kyodai
コンツェルン	NOUN	kɑntsuɹən	kontsuerun
は	ADP	hɑ	ha
,	PUNCT	,	,
エンドレス	NOUN	ɛndɹɪsu	endoresu
信者	NOUN	ʃɪnjə	shinja
献金	NOUN	kɛŋkɪn	kenkin
や	ADP	jɑ	ya
霊感商法	NOUN	ɹajkənʃu	reikanshouhou
など	ADP	nejdow	nado
で	ADP	di	de
日本	PROPN	nɪpɑn	nippon
から	ADP	kɛɹə	kara
不当	ADJ	futu	futou
に	AUX	ni	ni
吸い上げ	VERB	sui	sui
た	AUX	tɑ	ta
巨額	NOUN	kjowɡɑku	kyogaku
の	ADP	now	no
お金	NOUN	ow	o
が	ADP	ɡɑ	ga
その	DET	sənow	sono
資金源	NOUN	ʃajkɪnən	shikingen
に	ADP	ni	ni
なっ	VERB	nætsu	natsu
て	SCONJ	ti	te
いる	AUX	ɹ̩u	iru
。	PUNCT	.	.

お	NOUN	ow	o
酒	NOUN	sejk	sake
大好き	ADJ	dejsjuki	daisuki
な	AUX	nɑ	na
私	PRON	wɑtɑʃi	watashi
は	ADP	hɑ	ha
ぜひ	ADV	zɛhi	zehi
今度	NOUN	kɑndow	kondo
は	ADP	hɑ	ha
チャレンジ	VERB	t͡ʃɛɹənd͡ʒi	charenji
し	AUX	ʃi	shi
て	SCONJ	ti	te
み	AUX	mi	mi
たい	AUX	taj	tai
なー	PART	næɑ	naa
と	ADP	tə	to
考え	VERB	kæŋɡ	kangae
て	SCONJ	ti	te
い	AUX	aj	i
ます	AUX	mɑsu	masu
。	PUNCT	.	.

新しい	ADJ	ætɑɹɑʃi	atarashii
スタイル	NOUN	sutɛɹu	sutairu
で	ADP	di	de
補習	NOUN	hɑʃəu	hoshuu
塾	NOUN	d͡ʒuku	juku
だけ	ADP	dejk	dake
で	AUX	di	de
なく	AUX	nɑku	naku
予備校	NOUN	jowbəku	yobikou
の	ADP	now	no
要素	NOUN	jawsow	youso
も	ADP	mow	mo
取り入れ	VERB	tɔɹiɪɹ	toriire
た	AUX	tɑ	ta
個別指導	NOUN	kəbtsuʃədu	kobetsushidou
。	PUNCT	.	.

自分	NOUN	d͡ʒɪbən	jibun
で	ADP	di	de
焼い	VERB	jaj	yai
て	SCONJ	ti	te
失敗	VERB	ʃɪpaj	shippai
し	AUX	ʃi	shi
た	AUX	tɑ	ta
とき	NOUN	towki	toki
と	ADP	tə	to
同じ	ADJ	ɑnɑd͡ʒi	onaji
感じ	NOUN	kænd͡ʒi	kanji
でし	AUX	dɛʃi	deshi
た	AUX	tɑ	ta
。	PUNCT	.	.

リフト	NOUN	ɹɪfutow	rifuto
券	NOUN	kɛn	ken
セット	NOUN	sɛtow	setto
は	ADP	hɑ	ha
いいです	ADJ	ɪajdɛsu	iidesu
。	PUNCT	.	.

さらに	ADV	sɑɹɑni	sarani
テレパシー	NOUN	tɛɹɛpəʃi	terepashii
、	PUNCT	,	,
心	NOUN	kəkɔɹow	kokoro
を	ADP	wow	wo
読む	VERB	jɑmu	yomu
こと	NOUN	kowtow	koto
、	PUNCT	,	,
他人	NOUN	tejnɪn	tanin
同士	NOUN	dawuʃi	doushi
の	ADP	now	no
テレパシー	NOUN	tɛɹɛpəʃi	terepashii
の	ADP	now	no
会話	NOUN	kajwə	kaiwa
さえ	ADP	sej	sae
も	ADP	mow	mo
聞き取	VERB	kiki	kiki
れる	AUX	ɹiɹ̩u	reru
。	PUNCT	.	.

この	DET	kownow	kono
後	NOUN	nɑt͡ʃi	nochi
、	PUNCT	,	,
サーゴ	PROPN	sɑɡow	saago
は	ADP	hɑ	ha
ブリスベン	PROPN	bɛɹisubən	burisuben
に	ADP	ni	ni
回航	VERB	kejajku	kaikou
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
、	PUNCT	,	,
11月	NOUN	11	11
9	NUM	9	9
日	NOUN	nɪt͡ʃi	nichi
に	ADP	ni	ni
到着	VERB	tʌʃɑku	touchaku
し	AUX	ʃi	shi
た	AUX	tɑ	ta
。	PUNCT	.	.

紅葉	NOUN	kojju	kouyou
に	ADP	ni	ni
なっ	VERB	nætsu	natsu
た	AUX	tɑ	ta
木	NOUN	ki	ki
によって	ADP	niajɔt	niyotte
秋	NOUN	ɑki	aki
の	ADP	now	no
雰囲気	NOUN	fʌniki	fun'iki
を	ADP	wow	wo
醸し出し	VERB	kejmowʃi	kamoshi
て	SCONJ	ti	te
いる	AUX	ɹ̩u	iru
。	PUNCT	.	.

市民	NOUN	ʃɪmɪn	shimin
の	ADP	now	no
夜間	NOUN	jɑkɑn	yakan
外出	NOUN	ɡejʃətsu	gaishutsu
も	ADP	mow	mo
午後	NOUN	ɡowɡow	gogo
7	NUM	7	7
時	NOUN	towki	toki
から	ADP	kɛɹə	kara
午前	NOUN	ɡʌzən	gozen
5	NUM	5	5
時	NOUN	towki	toki
まで	ADP	mejd	made
の	ADP	now	no
間	NOUN	kæn	kan
は	ADP	hɑ	ha
禁止	NOUN	kɪnʃi	kinshi
と	ADP	tə	to
なっ	VERB	nætsu	natsu
た	AUX	tɑ	ta
。	PUNCT	.	.

一	NUM	it͡ʃi	ichi
つ	NOUN	tsu	tsu
は	ADP	hɑ	ha
思想	NOUN	ʃɪsu	shisou
的	ADJ	tɛki	teki
裏切り	NOUN	juɹæd͡ʒɪɹi	uragiri
と	ADP	tə	to
,	PUNCT	,	,
もう	ADV	m	mou
一	NUM	it͡ʃi	ichi
つ	NOUN	tsu	tsu
は	ADP	hɑ	ha
組織	NOUN	sowʃiki	soshiki
の	ADP	now	no
分裂	NOUN	bjunɹtsu	bunretsu
を	ADP	wow	wo
あおる	VERB	ɔɹu	aoru
者	NOUN	mownow	mono
である	AUX	dɹ̩u	dearu
。	PUNCT	.	.

ロシア	PROPN	ɹowʃiə	roshia
領	NOUN	ɹju	ryou
と	ADP	tə	to
なっ	VERB	nætsu	natsu
た	AUX	tɑ	ta
シベリア	PROPN	ʃɪbɪɹiə	shiberia
や	ADP	jɑ	ya
アラスカ	PROPN	ɑɹ̩əsukə	arasuka
で	ADP	di	de
の	ADP	now	no
伝道	NOUN	dɛndu	dendou
が	ADP	ɡɑ	ga
積極的	ADJ	sɛkjɑkjutejki	sekkyokuteki
に	AUX	ni	ni
なさ	VERB	næsə	nasa
れ	AUX	ɹej	re
た	AUX	tɑ	ta
。	PUNCT	.	.

会見	PROPN	kkən	kaiken
後	NOUN	nɑt͡ʃi	nochi
に	ADP	ni	ni
外務省	PROPN	ɡməʃu	gaimushou
担当者	NOUN	tæntəʃə	tantousha
が	ADP	ɡɑ	ga
記者団	NOUN	kɪʃədən	kishadan
に	ADP	ni	ni
説明	VERB	sɛtsumaj	setsumei
し	AUX	ʃi	shi
た	AUX	tɑ	ta
ところ	NOUN	tɑkɔɹow	tokoro
に	ADP	ni	ni
よる	VERB	jɔɹu	yoru
と	SCONJ	tə	to
、	PUNCT	,	,
菅	NOUN	kæn	kan
首相	NOUN	ʃʌʃu	shushou
は	ADP	hɑ	ha
9月	NOUN	9	9
に	ADP	ni	ni
予定	VERB	jowtɛaj	yotei
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
て	SCONJ	ti	te
い	AUX	aj	i
た	AUX	tɑ	ta
訪米	NOUN	hawbejaj	houbei
について	ADP	nitsut	nitsuite
「	PUNCT	(	(
日本国	PROPN	nɪhɑŋkowku	nihonkoku
内	NOUN	naj	nai
の	ADP	now	no
政治	NOUN	sejd͡ʒi	seiji
情勢	NOUN	d͡ʒawsej	jousei
により	ADP	najajɔɹi	niyori
総理	NOUN	sɹ̩i	souri
と	ADP	tə	to
し	VERB	ʃi	shi
て	SCONJ	ti	te
行	AUX	ɡju	gyou
け	AUX	ki	ke
なく	AUX	nɑku	naku
なり	AUX	nɑɹi	nari
残念	NOUN	zænən	zannen
」	PUNCT	)	)
と	ADP	tə	to
し	VERB	ʃi	shi
た	AUX	tɑ	ta
上	NOUN	ui	ue
で	ADP	di	de
、	PUNCT	,	,
「	PUNCT	(	(
約束	NOUN	jɑkusowku	yakusoku
を	ADP	wow	wo
果た	VERB	hɑtə	hata
せ	AUX	sawθist	se
ず	AUX	zu	zu
申し訳ない	ADJ	mawʃɪvejkənaj	moushiwakenai
」	PUNCT	)	)
と	ADP	tə	to
陳謝	VERB	t͡ʃɪnʃə	chinsha
し	AUX	ʃi	shi
た	AUX	tɑ	ta
と	ADP	tə	to
いう	VERB	ɪu	iu
。	PUNCT	.	.

しかし	CCONJ	ʃajkɑʃi	shikashi
、	PUNCT	,	,
この	DET	kownow	kono
フォント	NOUN	fɑntow	fonto
で	ADP	di	de
いちばん	NOUN	it͡ʃibən	ichiban
特徴	NOUN	tɑkuku	tokuchou
的な	ADJ	tikinə	tekina
こと	SCONJ	kowtow	koto
は	ADP	hɑ	ha
、	PUNCT	,	,
完全	ADJ	kænzən	kanzen
に	AUX	ni	ni
METAFONT	PROPN	mɛtəfɑnt	METAFONT
上	NOUN	ui	ue
で	ADP	di	de
デザイン	VERB	dɪzən	dezain
さ	AUX	sɑ	sa
れ	AUX	ɹej	re
